T,E
2.387218045112782,-1.2186337469842619
2.3922305764411025,-1.2128107781545432
2.3972431077694236,-1.207084332414776
2.4022556390977443,-1.201450408614522
2.407268170426065,-1.1959053057454627
2.412280701754386,-1.190445590317554
2.417293233082707,-1.1850680683062065
2.4223057644110275,-1.1797697608965398
2.427318295739348,-1.1745478834027228
2.432330827067669,-1.1693998268590513
2.43734335839599,-1.1643231418720663
2.4423558897243107,-1.159315524396707
2.4473684210526314,-1.1543748031579564
2.4523809523809526,-1.1494989284864667
2.4573934837092732,-1.1446859623748011
2.462406015037594,-1.1399340695917022
2.4674185463659146,-1.1352415097171507
2.4724310776942353,-1.1306066299819104
2.4774436090225564,-1.1260278588122914
2.482456140350877,-1.1215036999953738
2.487468671679198,-1.1170327273917338
2.492481203007519,-1.112613580132929
2.4974937343358397,-1.108244958249297
2.5025062656641603,-1.103925618680868
2.507518796992481,-1.099654371630346
2.5125313283208017,-1.0954300772220735
2.517543859649123,-1.0912516424356498
2.5225563909774436,-1.0871180182864122
2.5275689223057642,-1.0830281972283893
2.5325814536340854,-1.0789812107582437
2.537593984962406,-1.0749761272010114
2.5426065162907268,-1.0710120496607405
2.5476190476190474,-1.0670881141209312
2.552631578947368,-1.0632034876812753
2.5576441102756893,-1.0593573669186989
2.56265664160401,-1.0555489763619061
2.5676691729323307,-1.0517775670697378
2.572681704260652,-1.0480424153046835
2.5776942355889725,-1.044342821293638
2.582706766917293,-1.0406781080688927
2.587719298245614,-1.0370476203829038
2.5927318295739346,-1.0334507236910941
2.5977443609022557,-1.0298868031973967
2.6027568922305764,-1.0263552629577661
2.607769423558897,-1.0228555250373152
2.612781954887218,-1.019387028717147
2.617794486215539,-1.0159492297471955
2.6228070175438596,-1.0125415996418694
2.6278195488721803,-1.0091636250153597
2.632832080200501,-1.0058148069539699
2.637844611528822,-1.0024946604228273
2.642857142857143,-0.999202713704676
2.6478696741854635,-0.9959385078686288
2.6528822055137846,-0.9927015962668723
2.6578947368421053,-0.9894915440575096
2.662907268170426,-0.9863079277518683
2.6679197994987467,-0.9831503347847226
2.6729323308270674,-0.9800183631059824
2.6779448621553885,-0.9769116207925266
2.682957393483709,-0.9738297256789531
2.68796992481203,-0.9707723050061112
2.692982456140351,-0.9677389950863269
2.6979949874686717,-0.9647294409843715
2.7030075187969924,-0.961743296213238
2.708020050125313,-0.9587802224438744
2.713032581453634,-0.955839889228087
2.718045112781955,-0.9529219737338633
2.7230576441102756,-0.9500261604924387
2.7280701754385963,-0.9471521411564372
2.7330827067669174,-0.9442996142685126
2.738095238095238,-0.9414682850399019
2.743107769423559,-0.9386578651383796
2.7481203007518795,-0.9358680724850993
2.7531328320802,-0.9330986310598929
2.7581453634085213,-0.930349270714543
2.763157894736842,-0.9276197269936712
2.7681704260651627,-0.9249097409628191
2.773182957393484,-0.9222190590433945
2.7781954887218046,-0.9195474328541132
2.7832080200501252,-0.9168946190586421
2.788220551378446,-0.9142603792191218
2.7932330827067666,-0.9116444796553171
2.7982456140350878,-0.9090466913090883
2.8032581453634084,-0.9064667896139601
2.808270676691729,-0.9039045543695505
2.8132832080200503,-0.9013597696206104
2.818295739348371,-0.8988322235404956
2.8233082706766917,-0.8963217083188496
2.8283208020050123,-0.8938280200533061
2.833333333333333,-0.8913509586450435
2.838345864661654,-0.8888903276980145
2.843358395989975,-0.8864459344217009
2.8483709273182956,-0.884017589537213
2.8533834586466167,-0.8816051071866232
2.8583959899749374,-0.8792083048453793
2.863408521303258,-0.87682700323766
2.8684210526315788,-0.8744610262545701
2.8734335839598995,-0.8721102008750411
2.8784461152882206,-0.8697743570893209
2.8834586466165413,-0.8674533278249796
2.888471177944862,-0.8651469488752805
2.893483709273183,-0.8628550588298608
2.898496240601504,-0.8605774990076172
2.9035087719298245,-0.8583141133917043
2.908521303258145,-0.8560647485665623
2.913533834586466,-0.8538292536569092
2.918546365914787,-0.8516074802686042
2.9235588972431077,-0.8493992824313252
2.9285714285714284,-0.8472045165429777
2.9335839598997495,-0.8450230413157831
2.93859649122807,-0.8428547177239692
2.943609022556391,-0.8406994089530214
2.9486215538847116,-0.8385569803504209
2.9536340852130323,-0.8364272993778201
2.9586466165413534,-0.8343102355646115
2.963659147869674,-0.8322056604628257
2.968671679197995,-0.8301134476033232
2.973684210526316,-0.8280334724532243
2.9786967418546366,-0.8259656123745495
2.9837092731829573,-0.8239097465839917
2.988721804511278,-0.8218657561138403
2.9937343358395987,-0.8198335237739519
2.99874686716792,-0.8178129341147837
3.0037593984962405,-0.8158038733914178
3.008771929824561,-0.8138062295285725
3.0137844611528823,-0.811819892086532
3.018796992481203,-0.8098447522280091
3.0238095238095237,-0.8078807026858633
3.0288220551378444,-0.8059276377316824
3.033834586466165,-0.8039854531451792
3.0388471177944862,-0.8020540461843817
3.043859649122807,-0.8001333155565946
3.0488721804511276,-0.7982231613901062
3.0538847117794488,-0.7963234852066127
3.0588972431077694,-0.7944341898943414
3.06390977443609,-0.7925551796818481
3.068922305764411,-0.7906863601124756
3.0739348370927315,-0.7888276380194363
3.0789473684210527,-0.7869789215015194
3.0839598997493733,-0.7851401198993833
3.088972431077694,-0.7833111437724433
3.093984962406015,-0.7814919048762986
3.098997493734336,-0.7796823161407135
3.1040100250626566,-0.777882291648131
3.1090225563909772,-0.7760917466126867
3.114035087719298,-0.7743105973597243
3.119047619047619,-0.7725387613057966
3.1240601503759398,-0.7707761569391272
3.1290726817042605,-0.7690227038005301
3.1340852130325816,-0.7672783224647719
3.1390977443609023,-0.7655429345223586
3.144110275689223,-0.7638164625617403
3.1491228070175437,-0.762098830151926
3.1541353383458643,-0.7603899618254762
3.1591478696741855,-0.7586897830618949
3.164160401002506,-0.7569982202713856
3.169172932330827,-0.7553152007789643
3.174185463659148,-0.7536406528089264
3.1791979949874687,-0.7519745054696636
3.1842105263157894,-0.7503166887387978
3.18922305764411,-0.7486671334486485
3.1942355889724308,-0.7470257712720181
3.199248120300752,-0.7453925347082624
3.2042606516290726,-0.7437673570696922
3.2092731829573933,-0.7421501724682333
3.2142857142857144,-0.740540915802387
3.219298245614035,-0.7389395227444586
3.224310776942356,-0.7373459297280598
3.2293233082706765,-0.7357600739358626
3.234335839598997,-0.7341818932876166
3.2393483709273183,-0.7326113264284055
3.244360902255639,-0.7310483127171519
3.2493734335839597,-0.7294927922153551
3.254385964912281,-0.7279447056760553
3.2593984962406015,-0.72640399453302
3.264411027568922,-0.7248706008901593
3.269423558897243,-0.7233444675111359
3.2744360902255636,-0.7218255378091991
3.2794486215538847,-0.7203137558372115
3.2844611528822054,-0.7188090662778701
3.289473684210526,-0.7173114144341312
3.2944862155388472,-0.71582074621981
3.299498746867168,-0.7143370081503727
3.3045112781954886,-0.712860147333898
3.3095238095238093,-0.7113901114622275
3.31453634085213,-0.7099268488022673
3.319548872180451,-0.7084703081874709
3.324561403508772,-0.7070204390094785
3.3295739348370925,-0.7055771912099125
3.3345864661654137,-0.7041405152723322
3.3395989974937343,-0.7027103622143399
3.344611528822055,-0.7012866835798259
3.3496240601503757,-0.6998694314313687
3.3546365914786964,-0.6984585583427725
3.3596491228070176,-0.6970540173917362
3.3646616541353382,-0.6956557621526678
3.369674185463659,-0.69426374668962
3.37468671679198,-0.6928779255493597
3.3796992481203008,-0.6914982537545626
3.3847117794486214,-0.6901246867971327
3.389724310776942,-0.6887571806316353
3.394736842105263,-0.6873956916688522
3.399749373433584,-0.6860401767694525
3.4047619047619047,-0.684690593237773
3.4097744360902253,-0.6833468988157132
3.4147869674185465,-0.6820090516767251
3.419799498746867,-0.6806770104199295
3.424812030075188,-0.6793507340643122
3.4298245614035086,-0.6780301820430399
3.4348370927318292,-0.6767153141978594
3.4398496240601504,-0.6754060907736046
3.444862155388471,-0.6741024724127913
3.4498746867167918,-0.6728044201503062
3.454887218045113,-0.671511895408192
3.4598997493734336,-0.6702248599905046
3.4649122807017543,-0.6689432760782787
3.469924812030075,-0.6676671062245615
3.4749373433583957,-0.6663963133495393
3.479949874686717,-0.6651308607357355
3.4849624060150375,-0.6638707120233044
3.489974937343358,-0.6626158312053846
3.4949874686716793,-0.6613661826235429
3.5,-0.6601217309632854
